question,context
is harder or harder to get rid of?,"–   the more porous the stone (softer) such as limestone, the greater susceptibility  it has to decay.–  less porous stone (harder) such as granite is less subject to decay"
is a stone more or less susceptible to frost damage?,"frost–   like salt crystallisation, frost damage to stone is directly influenced by the stone’s porosity – the more porous the stone, the more susceptible to frost damage it will be"
is there a reason for frost damage on the stone structure?,–   frost damage occurs due to the expansion of water during freezing; the expansion puts stress on the stone structure leading to cracking and damage
What is it called when a straw dislodges fragments of stone?,–   frost damage can also be the ‘final  straw’ that dislodges fragments of  stone that have been subjected to other types of decay
can soluble salts soak in to porous stone?,"cry stallisation of soluble salts–   salts occur naturally in the environment and can soak in to porous stone as  a result of rainwater, groundwater,  sea spray; sometimes salts can be  left as a byproduct of unsuitable  cleaning solutions"
when do salts crystallize within stone pores?,–   when salts crystallise within stone pores they can generate sufficient stress to cause fragmentation
"Due to the chemical reactions between limestone and acid pollutants in rainwater, what is the concentration","–   the concentration of salts and the damage they incur is increased due to the chemical reactions between limestone and acid pollutants in rainwater such as sulphuric acid, which produces gypsum (calcium sulphate)"
is gypsum the same as stone decay?,it is this gypsum that is most frequently associated with stone decay of limestone
what happens to the salt when it is wet?,"–   the salt is soluble and passes into solution when the stone is wet through heavy rainfall, then crystallises on drying out. this repeated process causes damage  to the stone"
Are sheltered parts of the building exposed to moisture or dew?,"this repeated process causes damage  to the stone.–   sheltered parts of the building that are out of direct rainfall are exposed to moisture in the form of mist, fog or dew"
what is it called when gypsum is formed over a stone?,"this moisture is invariably pollutantheavy and known as occult deposition. this encourages the formation of gypsum which forms a hard, filthy crust over the stone"
the crust of gypsum is formed by the formation of what?,"this encourages the formation of gypsum which forms a hard, filthy crust over the stone. often the stone will begin to crumble underneath this surface crust"
can gypsum or calcium sulphate cause damage to other building materials?,often the stone will begin to crumble underneath this surface crust.–   gypsum or calcium sulphate can leach from limestone and cause damage to other building materials
is there a such a thing as crystallization damage?,"–   crystallisation damage caused by freely soluble salts such as sodium chloride, sodium sulphate or sodium hydroxide normally consists of a powdering and crumbling of the entire surface of the contaminated stone"
Wind erosion of what is significant in this country?,–   in this country wind erosion of stone is negligible and when it does occur is in direct relation to a high concentration  of crystallising salts.1
who is the leading instigator in corrosion?,"stone decaystone our services brick, concrete, render terracotta, faience steel work corrosion contact  us11szerelmey restoration and conservation guide12stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usthis page:crystallised	salts	can	be	seen	clearly	on	the	facade	of	this	buildingszerelmey restoration and conservation guide p ollutants–  water penetration is the leading instigator"
are acid rain and air born pollutants the same?,–   the chief pollutants influencing stone decay are acid rain and air born pollutants
is calcium carbonate and limestone the same thing?,"–   limestone and marble are primarily composed of the mineral calcite (calcium carbonate) which dissolves readily in weak acid, making both these substances prone to decay from acid rain or air  born pollutants"
are feldspar and quartz resistant to acid?,–   granite on the other hand is chiefly composed of silicate minerals such  as feldspar and quartz which are  resistant to acid. some sandstones are similarly resistant
are sulfur dioxide and nitrogen oxide the same thing?,"–   the main components that contribute to both acid rain and air born pollution are sulphur dioxide, carbon dioxide and nitrogen oxide, both of which are a byproduct from burning fossil fuels like  coal and oil"
"when do sulphuric, sulphurous and nitric acids react with the calcite in","when these sulphuric, sulphurous and nitric acids react with  the calcite in limestone and marble the  calcite dissolves"
can some sandstones be resistant to acid rain?,"contour scaling–   while some sandstones are more resistant to acid rain than other types of stone, they can be prone to a type of decay called contour scaling"
Why does a crust form after the contours of the surface of the stone?,"–   a crust forms following the contours of the surface of the stone and the surface flakes away sometimes up to a depth of 20mm due to differences in moisture movement between crust and body stone, or differences in thermal expansion"
are the pores of the crust layer blocked with calcium sulphate deposits?,–   the pores of the crust layer will be blocked with calcium sulphate deposits even though sandstone does not contain calcium carbonate
can lime mortars precipitate the pollution?,–   this is believed to occur as a result  of direct pollution with calcium sulphate  and can be precipitated by the use  of lime mortars
rusting can lead to fractures in what?,"rusting–   rusting and the subsequent expansion  of iron including cramps, ties and steelwork hidden in stonework can lead  to fractures in the stone"
the presence of iron in stonework is detected by rust stains emerging from cracks produced by,–   the presence of iron within stonework  is detected by rust stains emerging from cracks produced by the expansion
can you replace an iron rod?,–   in these cases the iron needs to be replaced by stainless steel or galvanised cramps or ties
if the metal surface is exposed then what treatment is done?,"–   if this is not possible then the metal surface is exposed, scraped back, primed and coated with an anticorrosion treatment.  please refer to section steel work corrosion see page 39"
how to prevent corrosion on metal railings?,please refer to section steel work corrosion see page 39.–   in the case of railings where the metal is partially embedded it should be caulked with a bituminous mastic or silicone  based compound
What type of bed should be laid so it is normal to load the load?,"stone our services brick, concrete, render terracotta, faience steel work corrosion contact  us13szerelmey restoration and conservation guide14 other f actors–   sedimentary rocks have a natural bed  and blocks of stone should be laid so  that the bed is normal to the load"
if this is not done then there can be a greater susceptibility to what type of decay?,"–   if this is not done then there can be areas of weakness, which can potentially lead  to greater susceptibility to different types of decay, unless measures are taken"
can dense pointing mortar cause increased crystallisation damage?,–   dense pointing mortar can also cause increased crystallisation damage by restricting the movement of water through it so that little evaporation  can take place at the joints
what must evaporate from the stone itself?,moisture  in the wall must then evaporate from  the stone itself and any salts will accumulate in the stone
What is the best material to use for a decayed stone?,"–   since it is normally cheaper to repoint than to replace decayed stone, it is advisable to use a slightly permeable mortar which will deteriorate in preference to the stone"
do you need stainless steel for stonework?,"–   the corrosion of steel or cast iron fixings can cause spalling of stonework. dowels and fixings should, therefore, be made  of nonferrous metal or stainless steel"
will removing the corrosion through cleaning is the most obvious and effective method?,"below: stone	cracking	due		to	steel	work	corrosionstone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide r emoval of soluble salts–   removing the cause through cleaning is the most obvious and effective method"
how to sanitize washing machine,–   this can be done through simple washing with water
can you remove salts from the fabric of a stone?,–   a more effective method for removing salts from the fabric of the stone is the use of clay poulticing (see page 19 chemical cleaning and poultices)
will it be possible to repeat a process multiple times?,–   this is a lengthy process and will need  to be repeated a number of times for  the best results
"deep impregnation of stonework with specific, suitable resins is an example of","deep impregnation treatments–   these involve the deep impregnation  of stonework with specific, suitable resins"
do these treatments secure the decaying surface to the solid stone beneath?,–   these treatments secure the decaying surface to the solid stone beneath  and should prevent further crystallisation damage
for small areas what kind of treatments are recommended?,–   given the costs involved with these treatments they are generally recommended for small areas
storing stonework with loose stones and flakes removed and repointing carried out where,r estoring stonework–   loose stone and flakes are removed and the stonework redressed until a solid face is exposed and repointing carried out where necessary
can stonework be restored to its original line?,"–   in more complicated cases where architectural detail or mass has been lost the stonework is restored to its original line through the application of artificial facing or natural stone, or by building  up with reconstituted mortar"
can you remove or replace a damaged architectural element?,"–   individual damaged architectural elements can be removed, repaired or replaced with like carved by craftsmen.2"
screwszerelmey restoration and conservation guide selection and appr oach,"combatting stone decaybelow:  before	and	after	–	replacement 	of	decorative	string	course 	15stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide selection and appr oach–  each building should be assessed individually and in relation to its construction material"
What should be carried out in appropriate positions on the façade?,"–   initial investigations, sample cleans and testing should be carried out in appropriate positions on the façade, which may include samples on different elevations to ascertain the degree and type of soiling"
how to use a cleaning technique?,–   following testing and sample cleans the specialist team can ascertain the appropriate cleaning technique to use
is it important to clean a building?,"–    it is essential that cleaning is sympathetically undertaken to  avoid serious, longterm damage  to the building"
What is the most common way to clean a wooden board?,typical methods:–  water cleaning (washing)–  steam cleaning (doff)–  wet abrasion (jos/torc)–  air abrasion–  chemical cleaning and poultices–  laser cleaning3
what is an important part of conservation and preservation?,cleaning methods  preserving the building fabric “ c leaning is an important and essential part of conservation and preservation which can be carried out without damage  to the substrate
will ater cleaning be done by nebulous spray?,"”  ~  mark chivers, szerelmeybelow left: conservation	cleaning 		of	tracerybelow right: steam 	cleaning	17th		century	lettering16stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide  w ater cleaning using nebulous spray–   this is the traditional and most widely used method"
can you use potable water?,–   only clean potable water is used and applied at variable pressure
what is the purpose of a water head?,–  generally specially designed water heads or nozzles are used which vaporise the water creating a mist that is sprayed onto the dirt until it dissolves
what is used for soiling the area?,–  where soiling is heavy natural bristle and/or phosphor bronze bristle brushes are used. alternatively the area may be rubbed with a soft gritstone if appropriate
how to remove residual soiling from concrete countertop?,–  generally residual soiling is removed using a high pressure water lance set at a predetermined operating pressure established during the initial trials
is the water pressure and type of nozzle the same?,–  the water pressure and type of nozzle  is adjusted to suit the condition and fabric of the building
how to clean the facade of a facade?,"–  the washing sequence should commence from the upper level of the facade to be cleaned, working vertically so that the action of water runoff from the immediate area of cleaning softens the soiling on the level beneath"
Which factors determine the speed of cleaning a façade?,–  the speed of cleaning depends on the following factors:1. degree of and type of soiling2.  water pressure and volume available  at the façade3
will any visible defects in the external fabric be caulked?,"optimum coverage of facade with available waterbelow left: nebulous	spray	rig		in	progressbelow right:  preparing 	for	dry		abrasion	clean17stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide pr otection–  to protect the building during water cleaning any visible defects in the external fabric are temporarily caulked, as are any open vents or ducts"
when are all the temporary protection measures removed?,windows are sheeted and securely taped.–  at the end of each day of cleaning all the temporary protection measures are removed leaving ducts clear and windows serviceable
"Due to the volume of water, is it possible to protect the body from the sun?","–  while every effort is made to provide complete protection, this is not always possible due to the volume of water"
what is the new name of the doff and torc?,lic ensed specialists and approved systems–  szerelmey uses the doff and torc (formerly jos) cleaning systems
what is the least abrasive approach possible?,these systems represent technical developments in the industry and use the least abrasive approach possible; they complement each other and are invariably used together
what kind of services does stonehealth provide?,"–  szerelmey work closely with stonehealth, a uk based company that offers products and consultancy for sensitive stonework restoration and conservation"
Who provides training to the szerelmey team?,stonehealth provide training in both the doff and torc systems to the szerelmey team to optimise results
what is included on the approved register?,"–  szerelmey are included on the  ‘approved register’ of trained and inducted operators of the doff and torc systems, giving peace of mind  to architects and surveyors to the proper use of the systems and products"
doff and torc are the chosen methods of what?,–  the doff and torc systems are the chosen methods of specialists and are routinely used on prestigious projects
duct tape is on top of what?,"below left: dry	abrasion	cleaningbelow right:  doff 	(steam)	cleaning 		in	progress18stone our services brick, concrete, render terracotta, faience steel work corrosion contact  ushigh – pressure water pump230 v / 3"
does the doff system use steam and superheated water?,0 kw  170 bar (2400 psi)power supplys 220 / 240 v hot box unit doffsuperheated waterfor paint removal& effective cleaning water in power in superheatedwater  s team cleaning  the doff method –  the doff system uses steam and superheated water in a unique way to remove many paints and coatings including thermoplastic and bituminous mastic materials  even chewing gum and thick layers of grease and oil are easily and effectively lifted
does doff have a positive impact on the environment?,"–  doff is also effective in removing algae matter whilst killing off bacteria, as well as in the removal of bird droppings and other unwanted deposits"
does the doff system have a positive or negative impact on the environment?,–  doff also kills off spores negating the need for chemical biocide.–  the doff system is cost effective and has no negative environmental effects
does the doff system have a positive or negative environmental effect?,–  the doff system is cost effective and has no negative environmental effects. how doff works: –  the doff system works on a variable combination of high temperatures and pressure
How high can the temperatures reach at the nozzle end?,temperatures can reach up to 150°c at the nozzle end and the operator can vary the temperature  and pressure according to the type  of material that needs to be removed
When is the pressure on the surface being cleaned gentle?,–  when the temperature in the system  is high the pressure on the surface being cleaned is gentle and the volume of water low
for removing paint and heavy coating the doff system can be operated on high pressure/high,this means the surface does not become saturated and therefore dries very quickly.–  for removing paint and heavy coating the doff system can be operated on high pressure/high temperature
How does the system operate?,–  the system operates using a variety of lances and nozzles appropriate to different project requirements
what is the name of the restoration guide19stone?,"szerelmey restoration and conservation guide19stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guidewaterair/granulatecontrolhighpressure water pump110 v / 2"
How many litres/min is the air cooler?,0 kw  50 bar (840 psi)pressure chamberair pressure  0.5  5.0 bar (770 psi)air cooler110v / 0.12 kwcompressor output:air volume 2600 litres/min.(93
does the jos/torc method have a vacuum?,"4 cfm)torcrotating vortexgentle & effective w et abrasive  the jos/torc method–  the jos/torc system was developed  to enable gentle, safe and effective cleaning of historic buildings with their inherent problems, such as delicate or friable surfaces"
How long has jos been in use?,"–  jos was first in use over 20 years ago  and has been recently updated to the torc system, which is even more  efficient and gentle"
What is the name of the fluid that creates a hard spinning vortex?,"–  the torc system creates a soft swirling vortex using a mixture of low air pressure, low volume of water and a safe, inert fine granulate (crushed marble)"
where is the torc nozzle located?,"–  the torc nozzle, which is a patented design, creates this unique swirling vortex via a system of modularised separate components in the head"
the head and nozzle can be changed easily to do what?,the head and nozzle can be changed easily and come in a range of sizes to clean large areas such as ashlar or small intricate areas
can the torc system remove all unwanted materials?,"–  the torc system will remove all unwanted material including carbon, dirt, scale, graffiti and some types of paint from a range of construction materials including stone, brick, metals, wood and even plaster"
the patented jos principle is used to make which liquid?,1243the patented jos principle 1. granulate & air inlet2. water jet3. mixing chamber4
what is the full name of the person who works corrosion restoration and conservation guide?,"rotational vortex20stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide air abr asion–  in the past air abrasion, when misused, caused extensive damage, but modern air abrasives are more sophisticated with volume and pressure of delivery controllable at the nozzle"
Different abrasives have been developed for different types of what?,–  different abrasives have been developed for different types of stone and degrees of soiling
can you use calcium carbonate powder for softer stones?,"–  one of the most common is aluminium oxide powder, or chalk or calcium carbonate powder for softer stones.–  a great draw back to air abrasion is the amount of dust it generates"
the application of specific chemicals to soiled areas is called what?,"sealing ringpop upvalveinternal pipeworkassemblyinspectionhatchabrasivemeteringvalvepot couplinghose assemblywheelssilencer and coreair chokevalvedeadmancontrol valvepot slevepot coverimage right: air abrasion cleaning  in progress21stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide chemical cleaning and poultic es general –  chemical cleaning is the application of specific chemicals to soiled areas, generally in the form of a type of poultice"
is a medium the same as a medium?,–  poultice formats vary but can consist of  a ‘medium’ that contains water or alkaline based cleaning agents
the agents are chemical solutions designed to remove what?,these agents are chemical solutions designed to remove various types of waterinsoluble surface contaminants such as paint and  grease
how do you clean copper oxide stains?,chemical cleaners work on the principle of dissolving dirt by combining chemical reactions.–  sequestering agents such as etda are used for the removal of metallic stains from iron or copper oxide
Prevent the poultice from drying out on masonry surfaces.,–  surfaces are prewetted to minimise penetration of the cleaning solution into the masonry surface and covered with plastic film to prevent the poultice  drying out
 incorrect use of chemical poultices can cause damage by the mobilisation of new staining,–  incorrect use of chemical poultices can cause damage by the mobilisation of new staining material in the substrate or through inadequate neutralisation/rinsing
how to remove potentially damaging residues from food,–  the process of neutralisation with clean water to remove potentially damaging residues must follow any chemical cleaning procedure
what does cdm stand for?,–  all poultice materials must be used in accordance with coshh (control of hazardous substances to health) and cdm (construction [design and management]) regulations
what is the purpose of poultices on detailed façades?,–  poultices are traditionally used for localised areas on detailed façades; typically they are used to draw out specific stains/soiling from a small area
What has made spray applied poultices less cost effective?,"–  however, the development of spray applied poultices has also made them useful and cost effective for larger  façade areas"
how to remove excess water from deep seated watersoluble particles?,–  poulticing can also be combined with  less expensive methods like water cleaning to soften deep seated watersoluble contaminants beforehand
how do you clean a facade?,this combination of cleaning methods on one facade can provide more control with less risk of damage or overcleaning than using a single cleaning method
poulticing can be used in areas where water cleaning is not appropriate,–  poulticing can be used in areas where water cleaning is not appropriate (interiors for example)
How do you remove the mildew from a masonry substrate?,soiling that has penetrated deep into the masonry substrate is often more easily  removed by a poultice than by other cleaning methods
can you use poultice cleaning to clean a facade?,–  poultice cleaning can also be used  as a postcleaning treatment to  remove areas of staining that may have  emerged following the general cleaning  of the facade
"Poultices can be used to remove soluble salts, insoluble contaminants, metallic staining","–  poultices can be used to remove soluble salts, insoluble contaminants and metallic staining from porous masonry surfaces such as sandstone, limestone, terracotta and render"
"Prior to the facade cleaning program, what is the most important aspect of a facade cleaning programme",–  site trials are essential prior to any facade cleaning programme to establish which method will be most effective and to indicate the ‘level of clean’ that can be achieved without risk of damage to the masonry surface
who does the cleaning of historic masonry facades?,"–  the cleaning of historic masonry facades should only be carried out by suitably qualified specialists, from the specification stage through site trials and execution  of the work"
"what is the name of our services brick, concrete, render terracotta, faience","22stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide gel poultic es –  gels containing ammonium carbonate or alkaline cleaning agents are often applied to the building substrate, particularly for the removal of paint and/or graffiti"
how to keep poultice from drying out?,the poultice is covered with sheeting to prevent it drying out and neutralised by afterwashing at the end of the process
what is required to remove the contaminant without damage to the building fabric?,several applications may be required at varying levels of strength in order to remove the contaminant without damage to the building fabric
what kind of poultice is used for desalination?,"clay based poultices for desalination–  the most traditional and typical poultice is clay based and generally one of the following: attapulgite, sepiolite, fuller’s earth clay or kaolin and bentonite"
what draws salt particles away from masonry?,–  these are chiefly used for desalination of masonry suffering from soluble saltrelated decay – the clay draws the salt particles away from the masonry
"Before beginning the treatment, what should be done to determine the depth and degree of salt contamination",–  initial testing through drilling and removing samples should be done to determine the depth and degree of  salt contamination prior to beginning  the treatment
"Once the depth of contamination is established sufficient water is applied to the surface to soak in,","–  once the depth of contamination is established sufficient water is applied to the surface to soak in, reach and mobilise the salts within the masonry"
when is the poultice applied to a damaged area?,–  next the clay poultice is applied to the damaged area and held in place with wire mesh or similar reinforcement.–   once the poultice dries it is removed and a sample checked for salt content
when is the salt content of poultice removed?,–   once the poultice dries it is removed and a sample checked for salt content.–  the procedure will be repeated until  the salt levels are significantly reduced
how long does it take to desalinate salt?,–  the procedure will be repeated until  the salt levels are significantly reduced.–  this is a long process and can take periods of months for thorough desalination
can plain clay poultices remove water soluble staining?,–  plain clay poultices will usually mobilise and remove water soluble staining such as the brownish staining or discoloration sometimes left on portland and other palecoloured limestone facades by water cleaning methods
who is responsible for desalinating some sculpture and architectural details?,–  desalination of some sculpture and architectural details with vulnerable porous surfaces should be referred  to an experienced conservator
can you use clay for a poultice?,in these cases clay based poultices might not  be appropriate and an alternative poultice recommended
will it be possible to keep the original structure and materials to a minimum?,"below:  clean	film	gel	poultice23stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide na tural stone replacement–  it is best practice to try to keep disruption to the original structure and materials to a minimum, but this is not always possible depending on the extent of deterioration"
"If a stone is deemed to be unsafe, what should be done?","–  stone replacement should only be undertaken if the stone has decayed to such extent to be structurally unsound or unsafe, or if the deterioration is causing other issues"
Who is responsible for the assessment of a building?,–  a full evaluation of the building and the damage should be undertaken by  a restoration/conservation expert before embarking on a course of action
can a new unit of defective stone be cut and replaced?,–  if the deterioration is extensive then  the entire unit of defective stone can  be cut and replaced with a new unit  of geologically compatible stone
the compatibility of the replacement stone is important to ensure it does not cause or contribute to what,"–  the compatibility of the replacement stone is most important to ensure that it does not cause or contribute to the decay of adjacent masonry, in addition there is an aesthetic consideration"
where should replacement stones be sourced?,–  ideally the replacement stone should be sourced from the same quarry as the original piece
can you remove the whole block of defective stone?,"stone indenting–  this repair process is used in cases where it is not possible to remove the entire block of defective stone i.e., if removal causes structural instability"
before indenting can take place the existing structure is carefully evaluated and the exact dimensions for the,"e., if removal causes structural instability.–  before indenting can take place the existing structure is carefully evaluated and the exact dimensions for the replacement piece established"
is a replacement piece the same as a new piece?,"–  in addition the replacement piece will need to appear visually similar to the existing pieces in relation to the surface details such as the original tooling marks, grooves or borders"
To ensure the adjacent masonry is not damaged or damaged when cutting out a damaged stone out,–  particular care is taken when cutting the damaged stone out to ensure the adjacent masonry is not also damaged
what is needed to attach the new piece to the old one?,–  in addition the damaged stone needs to be cut away to a sufficient depth to allow the new piece to sit securely in place
the rear of a new stone piece is secured to the existing stone using what?,–  the rear of the new stone piece is secured to the existing stone using nonferrous or stainless steel dowls that are chemically anchored
what kind of stone is best for replacement pieces?,"–  it is very important that geologically compatible stone is selected for the replacement piece, preferably  sourced from the same quarry as the original stone"
What type of pieces should remain in the original pattern of the building?,–  indented pieces should maintain the original pattern of the building so the structural strength of the wall is not compromised.4
does 24stone need to replace a damaged stone?,"elements of repair24stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usimage left:  stages	of		mortar	repairszerelmey restoration and conservation guide s tructural stone repair–  structural repairs need to be undertaken when the soundness or stability of the building is threatened and it is not possible to replace the damaged stone"
do you need to make a hole in the walls of a house?,"–  structural repairs are generally required when significant cracks appear within the stone walls, lintels or window cills"
What type of resin should be used to fill the slots on a wooden board?,–  the structure should be thoroughly evaluated by specialists before undertaking a course of action.–  slots are cut into the structural cracks and filled with epoxy resin
screws are cut into structural cracks and filled with epoxy resin,–  slots are cut into the structural cracks and filled with epoxy resin. then stainless steel reinforcements are used to pin the two cracked pieces together
stainless steel reinforcements are used to pin two cracked pieces together,then stainless steel reinforcements are used to pin the two cracked pieces together.–  the area is then filled by indenting  (as on previous page) or using surface repair techniques
can you repair a surface that has been damaged?,stone surface repair–  this type of repair is used for aesthetic improvement to areas that have suffered superficial damage to the surface
can you build a house with a stone mortar?,"–   these are carried out using stone  mortar, of which there are a number  of different types.–  these repairs are only suitable for small, localised areas"
what is important about the type of mortar used?,"–  it is very important that the correct type of mortar is used and that is has the same porosity as the stone being repaired,  in addition to being colour matched"
" lime based mortars are used most often, blended with sands/aggregates and mixed","–  if incorrect mortar is used it can expedite the building’s decay.–  lime based mortars are used most frequently, blended with sands/aggregates and mixed with potable water"
what type of cramps are used to fix surface repairs?,–  these surface repairs are fixed using  nonferrous cramps with successive  layers of mortar buildup to form  a composite repair
are synthetic mortars made of polymers and aggregates?,–  synthetic mortars are occasionally used and these are manufactured using a mixture of polymers and aggregates with a catalysing agent. these mortars dry extremely fast
What materials are needed to build 25stone brick deca y 2?,"25stone our services brick, concrete, render terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guidebrick, concrete, render261. brick deca y 2"
"if you need a new addition to a wooden box, you can",brick deca y 2. elements of repair3. concrete repair4. render repair5
what is the cause of brick decay?,"moisture penetrationbrick, concrete, renderstone our services terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide c ommon causes of brick decay–  water penetration (ingress) see page 8 stone decay common causes"
can soluble salts be formed from soluble salts?,"–  crystallisation of soluble salts see page 8 stone decay common causes.–  frost see page 8 stone decay common causes for more info.–  structural faults, often caused by structural movement"
are there any structural faults in a building?,"–  structural faults, often caused by structural movement.–  original construction defects caused  by poor building methods.–  vegetation, particularly ivy and moss"
what is a sign of decay on brick?,"–  vegetation, particularly ivy and moss. common signs of decay–  spalling (deterioration) of the brick surface.–  efflorescence (white, powdery residue  on the brick surface"
what does efflorescence mean on brick walls?,"–  efflorescence (white, powdery residue  on the brick surface.–  surface growth and staining.–  loose bricks becoming dislodged.–  cracks in the bricks or mortar  crumbling mortar"
is there a reason for spalling the brick surface?,"spalling of the brick surface–  spalling is the crumbling, flaking and deterioration of the brick surface due to moisture penetration and the accompanying crystallization of  soluble salt"
can a brick wall be exposed to direct water?,–  this can be caused by rising damp  (see section on moisture penetration)  or brickwork being exposed to continual direct water
are all bricks and concrete the same?,"–  all bricks (and other building materials such as stone, concrete) can be affected but some bricks are softer than others and will therefore be more susceptible"
is there such a thing as a powdery deposit of salts?,"efflorescence–  this is a powdery deposit of salts that forms on the surface of bricks and mortar – it is usually white but can also be yellow, green or brown"
 soluble salts are carried into brickwork via rising damp or direct water penetration.,–  soluble salts are carried into brickwork  via rising damp or direct water penetration
the amount of efflorescence to occur is directly related to the amount of water in,the amount of efflorescence to occur is directly related to the amount of water in the bricks and their drying time
the more water in the bricks and the longer it is there increases the chance of salts diss,–  the more water in the bricks and the longer it is there increases the chance of salts dissolving and being brought to the surface as the bricks dry out
what is it called when water enters a wall?,–  efflorescence is an indication that water  is entering a wall and there is the potential for brick deterioration
plants can be very harmful to brickwork and can penetrate what?,surface growth and staining–  vegetation can be very harmful to brickwork and can penetrate into the  wall core
mold is an indication of what type of water penetration?,–  growth such as moss is an indication of long standing water penetration and will encourage further water ingress.1
what type of metal is rusting?,"brick decay 27brick, concrete, render stone our services terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide–  s taining is a further indication of water penetration in particular rust"
 corrosion of underlying metal structures can be caused by what?,rust staining indicates the corrosion of underlying metal structures
if corrosion is serious enough it can cause what?,if corrosion is serious enough it can create instability due to the fact it expands creating pressure on surrounding brickwork which can lead to flacking and cracking
can a wall of brick be damaged or destroyed?,loose bricks becoming dislodged–  as brickwork suffers damage and bricks are dislodged the wall is exposed to further water penetration which compounds the problem
cracks in the brick and mortar can indicate what?,cracks in the brick and mortar–  cracks in bricks and mortar can indicate structural problems and should be investigated immediately
What is the most likely cause of water ingress?,"–  cracking can be caused by the above factors, most significantly water ingress, frost, crystallization of soluble salts and structural failure"
will damage to brick be done to existing or existing brick?,"below:  repair	of	brickwork 		to	roof	pediment28brick, concrete, render stone our services terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide r eplacement–  damaged bricks should be removed  very carefully to prevent damaging adjacent areas"
to match existing bricks as closely as possible,–  when replacing brickwork new bricks should be sourced to match existing bricks as closely as possible
can you replace historic bricks with new ones?,–  historic bricks were not often  a standard size so in some cases it  may be necessary to have replacements specially manufactured
is it possible to make second hand brick from salvage yards?,"–   it is possible to secure second hand bricks from salvage yards, which might better match the area to be repaired. these need to be carefully checked for damage before using"
were the bricks in the wall marked correctly?,"these need to be carefully checked for damage before using.–  some bricks were stamped with a markers mark, enabling their date and source to be identified"
how to mark bricks for replacement?,"–  some bricks were stamped with a markers mark, enabling their date and source to be identified. this can help in finding replacement bricks"
what type of bricks were used for walling?,"this can help in finding replacement bricks.–  often ‘harder’ bricks were used on exposed areas such as corners, while ‘softer’ bricks were used for walling"
when replacing bricks it is important to take into consideration why?,when replacing bricks it is important to take this into consideration.2
will it be possible to remove the entire brick?,"elements of repairabove: conservation	of	late	nineteenth	century 	perimeter	wall29brick, concrete, render stone our services terracotta, faience steel work corrosion contact  usszerelmey restoration and conservation guide brick slips–  in some situations, where it is not  possible to remove the entire brick,  it may be necessary to repair small  areas of brickwork using brick slips"
What size should be needed to make a brick slip?,–  this repair method is mainly used for individual brick repairs and is not intended for large areas.–  brick slips should match the existing brick and be a minimum of 25mm (preferably 50mm) thick
How is the slip applied to the brick surface?,"–  the slip is applied to the clean, even and prewetted brick surface of the damaged brick with a bed of lime mortar to finish flush with the surrounding brick work to avoid losing historic details and profile"
will there be a new point on a building?,pointing –  mortar will weather and decay and it will be necessary to replace (repoint) at times during a building’s lifetime
how to repoint a new brick,–  before repointing the old mortar is carefully removed to avoid damage to adjacent bricks. this should be done by hand using a thin chisel and pointing tool
who is the best option to do this?,this should be done by hand using a thin chisel and pointing tool.–  specialist tradesmen are the best option for undertaking this and are essential when working on a historic building
what kind of lime should be used to repoint a lime?,–  the appropriate mortar should be used  to repoint and this is usually a lime  based one
Why was lime mortar used in victorian times?,"–  cement mortar was often used from victorian times on to replace lime mortar, to the detriment of the building"
Is cement mortar breathable or breathable?,"–  cement mortar is nonbreathable and removes the ability of the wall to allow water to escape.–  when repointing the same mortar should be used that was originally used (i.e., not what was replaced)"
who determines what to do with a ack?,"e., not what was replaced). cr ack repairs–  areas of crack repairs should be determined by a structural engineer"
Fix minor cracks in brick,"–  minor cracks can be repaired by carefully cutting out the affected areas of brick, replacing fractured bricks, and repointing using a mortar appropriate to the  existing brickwork"
What is an example of where specific repair works will be undertaken in accordance with a structural engineer,"–  where major cracking has occurred, or where bricks are displaced or out of alignment due to structural movement, specific repair works will be undertaken in accordance with a structural engineer’s specification"
what is the helibeam system of structural reinforcement and repair?,–  szerelmey’s approach to this element is to employ solutions developed by helifix systems at the heart of which is the unique helibeam system of structural reinforcement and repair
What is the purpose of the helibeam system?,–  the helibeam system uses pairs of long helibars bonded into mortar to form deep masonry beams that reinforce and stabilise existing masonry while redistributing the structural loads
